"id","label.x","abgeordnetenwatch_url","first_name","last_name","sex","year_of_birth","party.id","party.label","education","occupation","statistic_questions","statistic_questions_answered","residence","field_title","party_past","birth_name","id.mandat","parliament_period_label","politician_abgeordnetenwatch_url","start_date","end_date","info","electoral_data_id","electoral_data_electoral_list.id","electoral_data_electoral_list.label","electoral_data_list_position","electoral_data_constituency.id","electoral_data_constituency.label","electoral_data_constituency_result","electoral_data_constituency_result_count","electoral_data_mandate_won","latitude","longitude"
79006,"Swen Schulz","https://www.abgeordnetenwatch.de/profile/swen-schulz","Swen","Schulz","m",1968,1,"SPD","Redaktionsdirektor, Diplom-Politologe","MdB",24,24,NA,NA,NA,NA,45396,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/swen-schulz",NA,NA,NA,45396,108,"Landesliste Berlin (Bundestag 2017 - 2021)",2,4202,"78 - Berlin-Spandau-Charlottenburg Nord (Bundestag 2017 - 2021)",32.1,NA,"constituency",52.5329143,13.28250298105
79008,"Ursula Schulte","https://www.abgeordnetenwatch.de/profile/ursula-schulte","Ursula","Schulte","f",1952,1,"SPD","Hausfrau","MdB",10,9,NA,NA,NA,NA,45395,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/ursula-schulte",NA,NA,NA,45395,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",8,4250,"126 - Borken II (Bundestag 2017 - 2021)",25.3,NA,"list",51.9284848,6.93440554585851
79011,"Nadine Schön","https://www.abgeordnetenwatch.de/profile/nadine-schoen","Nadine","Schön","f",1983,2,"CDU","Diplom-Juristin","MdB",8,8,"Tholey",NA,NA,NA,45394,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/nadine-schoen",NA,NA,NA,45394,117,"Landesliste Saarland (Bundestag 2017 - 2021)",2,4422,"298 - St. Wendel (Bundestag 2017 - 2021)",41.8,NA,"constituency",49.481406,7.0323463
78836,"Patrick Schnieder","https://www.abgeordnetenwatch.de/profile/patrick-schnieder","Patrick","Schnieder","m",1968,2,"CDU","Jurist","MdB",14,14,NA,NA,NA,NA,45393,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/patrick-schnieder",NA,NA,NA,45393,116,"Landesliste Rheinland-Pfalz (Bundestag 2017 - 2021)",1,4326,"202 - Bitburg (Bundestag 2017 - 2021)",51.2,NA,"constituency",49.9732762,6.524947
79035,"Christian Schmidt","https://www.abgeordnetenwatch.de/profile/christian-schmidt","Christian","Schmidt","m",1957,3,"CSU","Jurist","Bundeslandwirtschaftsminister, MdB",121,119,NA,NA,NA,NA,45392,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/christian-schmidt",NA,NA,NA,45392,107,"Landesliste Bayern (Bundestag 2017 - 2021)",6,4367,"243 - Fürth (Bundestag 2017 - 2021)",39.9,NA,"constituency",49.4772475,10.9893626
78835,"Frithjof Schmidt","https://www.abgeordnetenwatch.de/profile/frithjof-schmidt","Frithjof","Schmidt","m",1953,5,"Bündnis 90/Die Grünen","promovierter Sozialwissenschaftler","MdB",14,6,NA,NA,NA,NA,45391,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/frithjof-schmidt",NA,NA,NA,45391,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",6,4264,"140 - Bochum I (Bundestag 2017 - 2021)",7.7,NA,"list",51.4661548,7.18415476225786
79031,"Tankred Schipanski","https://www.abgeordnetenwatch.de/profile/tankred-schipanski","Tankred","Schipanski","m",1976,2,"CDU","Jurist","MdB",17,17,NA,NA,NA,NA,45390,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/tankred-schipanski",NA,NA,NA,45390,121,"Landesliste Thüringen (Bundestag 2017 - 2021)",5,4316,"192 - Gotha - Ilm-Kreis (Bundestag 2017 - 2021)",29,NA,"constituency",50.82955535,10.8428915239775
79029,"Jana Schimke","https://www.abgeordnetenwatch.de/profile/jana-schimke","Jana","Schimke","f",1979,2,"CDU","Dipl. Politikwissenschaftlerin","MdB",35,32,NA,NA,NA,NA,45389,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/jana-schimke",NA,NA,NA,45389,109,"Landesliste Brandenburg (Bundestag 2017 - 2021)",4,4186,"62 - Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I (Bundestag 2017 - 2021)",30.7,NA,"constituency",52.07390955,13.6249601893044
79027,"Udo Schiefner","https://www.abgeordnetenwatch.de/profile/udo-schiefner","Udo","Schiefner","m",1959,1,"SPD","Technischer Angestellter Qualitätssicherung","Mitglied des Deutschen Bundestages",36,32,"Kempen",NA,NA,NA,45388,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/udo-schiefner",NA,NA,NA,45388,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",11,4235,"111 - Viersen (Bundestag 2017 - 2021)",25,NA,"list",51.3642126,6.4195011
79026,"Marianne Schieder","https://www.abgeordnetenwatch.de/profile/marianne-schieder","Marianne","Schieder","f",1962,1,"SPD","Juristin","MdB: Ausschuss für Kultur und Medien, Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung, Parlamentarische Geschäftsführerin, Sprecherin der Landesgruppe Bayern",15,7,NA,NA,NA,NA,45387,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/marianne-schieder",NA,NA,NA,45387,107,"Landesliste Bayern (Bundestag 2017 - 2021)",6,4358,"234 - Schwandorf (Bundestag 2017 - 2021)",24.2,NA,"list",49.3261854,12.1092708
79024,"Andreas Scheuer","https://www.abgeordnetenwatch.de/profile/andreas-scheuer","Andreas","Scheuer","m",1974,3,"CSU","Magister Politikwissenschaft, Wirtschaft und Soziologie","Bundesminister für Verkehr und digitale Infrastruktur, MdB",20,NA,NA,NA,NA,NA,45386,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/andreas-scheuer",NA,NA,NA,45386,107,"Landesliste Bayern (Bundestag 2017 - 2021)",4,4353,"229 - Passau (Bundestag 2017 - 2021)",47.5,NA,"constituency",48.5748229,13.4609744
79020,"Wolfgang Schäuble","https://www.abgeordnetenwatch.de/profile/wolfgang-schaeuble","Wolfgang","Schäuble","m",1942,2,"CDU","Rechts- und Wirtschaftswissenschaftler","MdB",15,NA,"Offenburg",NA,NA,NA,45385,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/wolfgang-schaeuble",NA,NA,NA,45385,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",1,4408,"284 - Offenburg (Bundestag 2017 - 2021)",48.1,NA,"constituency",48.4716556,7.944378
79033,"Manuel Sarrazin","https://www.abgeordnetenwatch.de/profile/manuel-sarrazin","Manuel","Sarrazin","m",1982,5,"Bündnis 90/Die Grünen","Historiker","MdB",45,38,NA,NA,NA,NA,45384,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/manuel-sarrazin",NA,NA,NA,45384,111,"Landesliste Hamburg (Bundestag 2017 - 2021)",2,4147,"23 - Hamburg-Bergedorf - Harburg (Bundestag 2017 - 2021)",7.7,NA,"list",53.4691624,10.0340974654947
79032,"Johann Saathoff","https://www.abgeordnetenwatch.de/profile/johann-saathoff","Johann","Saathoff","m",1967,1,"SPD","Diplom-Verwaltungswirt (FH)","MdB",191,188,"Pewsum",NA,NA,NA,45383,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/johann-saathoff",NA,NA,NA,45383,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",21,4148,"24 - Aurich - Emden (Bundestag 2017 - 2021)",49.6,NA,"constituency",53.4361145,7.0950977
79051,"Bernd Rützel","https://www.abgeordnetenwatch.de/profile/bernd-ruetzel","Bernd","Rützel","m",1968,1,"SPD","Technischer Oberamtsrat a.D.","MdB",63,61,NA,NA,NA,NA,45382,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/bernd-ruetzel",NA,NA,NA,45382,107,"Landesliste Bayern (Bundestag 2017 - 2021)",7,4373,"249 - Main-Spessart (Bundestag 2017 - 2021)",22.6,NA,"list",49.90825515,9.67384866660139
79048,"Susann Rüthrich","https://www.abgeordnetenwatch.de/profile/susann-ruethrich","Susann","Rüthrich","f",1977,1,"SPD","Politikwissenschaftlerin","MdB",8,NA,NA,NA,NA,NA,45381,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/susann-ruethrich",NA,NA,NA,45381,118,"Landesliste Sachsen (Bundestag 2017 - 2021)",3,4279,"155 - Meißen (Bundestag 2017 - 2021)",8.9,NA,"list",51.1630871,13.4704939
79043,"Norbert Röttgen","https://www.abgeordnetenwatch.de/profile/norbert-roettgen","Norbert","Röttgen","m",1965,2,"CDU","Studium der Rechtswissenschaften","MdB",40,1,NA,"Dr.",NA,NA,45380,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/norbert-roettgen",NA,NA,NA,45380,NA,NA,1,4222,"98 - Rhein-Sieg-Kreis II (Bundestag 2017 - 2021)",46.5,NA,"constituency",50.68056465,6.9516920361384
79042,"Michael Roth","https://www.abgeordnetenwatch.de/profile/michael-roth","Michael","Roth","m",1970,1,"SPD","Diplom-Politologe","MdB, Vorsitzender des Auswärtigen Ausschusses",94,93,NA,NA,NA,NA,45379,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/michael-roth",NA,NA,NA,45379,112,"Landesliste Hessen (Bundestag 2017 - 2021)",1,4293,"169 - Werra-Meißner - Hersfeld-Rotenburg (Bundestag 2017 - 2021)",41.2,NA,"constituency",NA,NA
79041,"Claudia Roth","https://www.abgeordnetenwatch.de/profile/claudia-roth","Claudia","Roth","f",1955,5,"Bündnis 90/Die Grünen","Dramaturgin","MdB",57,NA,NA,NA,NA,NA,45378,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/claudia-roth",NA,NA,NA,45378,107,"Landesliste Bayern (Bundestag 2017 - 2021)",1,4376,"252 - Augsburg-Stadt (Bundestag 2017 - 2021)",13.9,NA,"list",48.34336385,10.8951546142485
79039,"Ernst Dieter Rossmann","https://www.abgeordnetenwatch.de/profile/ernst-dieter-rossmann","Ernst Dieter","Rossmann","m",1951,1,"SPD","Dipl. Psychologe, Promovierter Sportwissenschaftler","MdB",44,44,NA,NA,NA,NA,45377,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/ernst-dieter-rossmann",NA,NA,NA,45377,120,"Landesliste Schleswig-Holstein (Bundestag 2017 - 2021)",4,4131,"7 - Pinneberg (Bundestag 2017 - 2021)",30.3,NA,"list",53.7278939,9.6979598
79054,"René Röspel","https://www.abgeordnetenwatch.de/profile/rene-roespel","René","Röspel","m",1964,1,"SPD","Diplom-Biologe","MdB",19,12,NA,NA,NA,NA,45376,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/rene-roespel",NA,NA,NA,45376,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",47,4262,"138 - Hagen - Ennepe-Ruhr-Kreis I (Bundestag 2017 - 2021)",39.2,NA,"constituency",51.3157485,7.43977932745941
79052,"Johannes Röring","https://www.abgeordnetenwatch.de/profile/johannes-roering","Johannes","Röring","m",1959,2,"CDU","Landwirt","MdB",15,NA,NA,NA,NA,NA,45375,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/johannes-roering",NA,NA,NA,45375,NA,NA,1,4250,"126 - Borken II (Bundestag 2017 - 2021)",52.3,NA,"constituency",51.9284848,6.93440554585851
79066,"Dennis Rohde","https://www.abgeordnetenwatch.de/profile/dennis-rohde","Dennis","Rohde","m",1986,1,"SPD","Jurist","MdB",33,29,NA,NA,NA,NA,45374,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/dennis-rohde",NA,NA,NA,45374,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",11,4151,"27 - Oldenburg - Ammerland (Bundestag 2017 - 2021)",36.3,NA,"constituency",53.2076561,8.00544740371495
79065,"Sönke Rix","https://www.abgeordnetenwatch.de/profile/soenke-rix","Sönke","Rix","m",1975,1,"SPD","Erzieher","Mitglied des Deutschen Bundestages",8,7,NA,NA,NA,NA,45373,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/soenke-rix",NA,NA,NA,45373,120,"Landesliste Schleswig-Holstein (Bundestag 2017 - 2021)",2,4128,"4 - Rendsburg-Eckernförde (Bundestag 2017 - 2021)",28.9,NA,"list",54.3015523,9.7686088
79064,"Andreas Rimkus","https://www.abgeordnetenwatch.de/profile/andreas-rimkus","Andreas","Rimkus","m",1962,1,"SPD","Elektromeister in der Energiewirtschaft","Mitglied des Deutschen Bundestages",11,8,"Düsseldorf",NA,NA,NA,45372,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/andreas-rimkus",NA,NA,NA,45372,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",17,4231,"107 - Düsseldorf II (Bundestag 2017 - 2021)",27.3,NA,"list",51.2254018,6.7763137
79062,"Josef Rief","https://www.abgeordnetenwatch.de/profile/josef-rief","Josef","Rief","m",1960,2,"CDU","Landwirtschaftsmeister","MdB",5,5,NA,NA,NA,NA,45371,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/josef-rief",NA,NA,NA,45371,NA,NA,1,4416,"292 - Biberach (Bundestag 2017 - 2021)",44.5,NA,"constituency",48.0984413,9.7899938
79061,"Lothar Riebsamen","https://www.abgeordnetenwatch.de/profile/lothar-riebsamen","Lothar","Riebsamen","m",1957,2,"CDU","Verwaltungs-Betriebswirt (VWA)","MdB",29,18,NA,NA,NA,NA,45370,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/lothar-riebsamen",NA,NA,NA,45370,NA,NA,1,4417,"293 - Bodensee (Bundestag 2017 - 2021)",41.4,NA,"constituency",47.6477691,9.3471796037467
78892,"Martina Renner","https://www.abgeordnetenwatch.de/profile/martina-renner","Martina","Renner","f",1967,8,"DIE LINKE","wissenschaftliche Referentin","MdB",19,18,"Erfurt",NA,NA,NA,45369,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/martina-renner",NA,NA,NA,45369,121,"Landesliste Thüringen (Bundestag 2017 - 2021)",1,4317,"193 - Erfurt - Weimar - Weimarer Land II (Bundestag 2017 - 2021)",18.7,NA,"list",50.9777974,11.0287364
79057,"Eckhardt Rehberg","https://www.abgeordnetenwatch.de/profile/eckhardt-rehberg","Eckhardt","Rehberg","m",1954,2,"CDU","Facharbeiter für Datenverarbeitung","MdB",20,17,NA,NA,NA,NA,45368,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/eckhardt-rehberg",NA,NA,NA,45368,113,"Landesliste Mecklenburg-Vorpommern (Bundestag 2017 - 2021)",2,4141,"17 - Mecklenburgische Seenplatte II - Landkreis Rostock III (Bundestag 2017 - 2021)",37.6,NA,"constituency",NA,NA
79068,"Peter Ramsauer","https://www.abgeordnetenwatch.de/profile/peter-ramsauer","Peter","Ramsauer","m",1954,3,"CSU","Diplomkaufmann","MdB",16,NA,NA,NA,NA,NA,45367,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/peter-ramsauer",NA,NA,NA,45367,107,"Landesliste Bayern (Bundestag 2017 - 2021)",17,4349,"225 - Traunstein (Bundestag 2017 - 2021)",50.3,NA,"constituency",47.8701474,12.6423403
79070,"Kerstin Radomski","https://www.abgeordnetenwatch.de/profile/kerstin-radomski","Kerstin","Radomski","f",1974,2,"CDU","Lehrerin für Biologie und Erdkunde","MdB",2,1,NA,NA,NA,NA,45366,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/kerstin-radomski",NA,NA,NA,45366,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",30,4238,"114 - Krefeld II - Wesel II (Bundestag 2017 - 2021)",37,NA,"constituency",NA,NA
79071,"Thomas Rachel","https://www.abgeordnetenwatch.de/profile/thomas-rachel","Thomas","Rachel","m",1962,2,"CDU","Studium der Politologie, der Geschichte und des Staatsrechts","MdB",3,NA,NA,NA,NA,NA,45365,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/thomas-rachel",NA,NA,NA,45365,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",7,4214,"90 - Düren (Bundestag 2017 - 2021)",41.9,NA,"constituency",50.8031684,6.4820806
79073,"Martin Rabanus","https://www.abgeordnetenwatch.de/profile/martin-rabanus","Martin","Rabanus","m",1971,1,"SPD","Hochschulstudium Politikwissenschaften, Jura, Soziolgie, Geschichte","MdB",28,28,NA,NA,NA,NA,45364,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/martin-rabanus",NA,NA,NA,45364,112,"Landesliste Hessen (Bundestag 2017 - 2021)",7,4302,"178 - Rheingau-Taunus - Limburg (Bundestag 2017 - 2021)",25.3,NA,"list",50.26459175,8.25953896642411
78891,"Sascha Raabe","https://www.abgeordnetenwatch.de/profile/sascha-raabe","Sascha","Raabe","m",1968,1,"SPD","Politologe","MdB",34,34,NA,NA,NA,NA,45363,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/sascha-raabe",NA,NA,NA,45363,112,"Landesliste Hessen (Bundestag 2017 - 2021)",3,4304,"180 - Hanau (Bundestag 2017 - 2021)",30.4,NA,"list",50.132881,8.9169797
79077,"Sabine Poschmann","https://www.abgeordnetenwatch.de/profile/sabine-poschmann","Sabine","Poschmann","f",1968,1,"SPD","Betriebswirtin (VWA)","MdB",20,20,"Dortmund",NA,NA,NA,45362,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/sabine-poschmann",NA,NA,NA,45362,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",24,4267,"143 - Dortmund II (Bundestag 2017 - 2021)",38.8,NA,"constituency",51.5142273,7.4652789
79076,"Eckhard Pols","https://www.abgeordnetenwatch.de/profile/eckhard-pols","Eckhard","Pols","m",1962,2,"CDU","Glasermeister","MdB",48,48,NA,NA,NA,NA,45361,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/eckhard-pols",NA,NA,NA,45361,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",17,4161,"37 - Lüchow-Dannenberg - Lüneburg (Bundestag 2017 - 2021)",33.5,NA,"constituency",53.1158528,11.0110811355926
79089,"Detlev Pilger","https://www.abgeordnetenwatch.de/profile/detlev-pilger","Detlev","Pilger","m",1955,1,"SPD","Berufsschullehrer","MdB",12,10,NA,NA,NA,NA,45360,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/detlev-pilger",NA,NA,NA,45360,116,"Landesliste Rheinland-Pfalz (Bundestag 2017 - 2021)",8,4323,"199 - Koblenz (Bundestag 2017 - 2021)",28.7,NA,"list",50.3533278,7.5943951
79086,"Joachim Pfeiffer","https://www.abgeordnetenwatch.de/profile/joachim-pfeiffer","Joachim","Pfeiffer","m",1967,2,"CDU","Dipl.-Kaufmann","MdB",91,80,NA,NA,NA,NA,45359,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/joachim-pfeiffer",NA,NA,NA,45359,NA,NA,1,4388,"264 - Waiblingen (Bundestag 2017 - 2021)",36.8,NA,"constituency",48.8325659,9.3163822
79477,"Christian Petry","https://www.abgeordnetenwatch.de/profile/christian-petry","Christian","Petry","m",1965,1,"SPD","Dipl. Verwaltungswirt","MdB",18,18,NA,NA,NA,NA,45358,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/christian-petry",NA,NA,NA,45358,117,"Landesliste Saarland (Bundestag 2017 - 2021)",3,4422,"298 - St. Wendel (Bundestag 2017 - 2021)",30.4,NA,"list",49.4787585,7.07243472725602
79091,"Petra Pau","https://www.abgeordnetenwatch.de/profile/petra-pau","Petra","Pau","f",1963,8,"DIE LINKE","Lehrerin, Gesellschaftswissenschaftlerin","MdB",52,45,NA,NA,NA,NA,45357,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/petra-pau",NA,NA,NA,45357,108,"Landesliste Berlin (Bundestag 2017 - 2021)",1,4209,"85 - Berlin-Marzahn-Hellersdorf (Bundestag 2017 - 2021)",34.2,NA,"constituency",52.52246405,13.5853838309772
79093,"Martin Patzelt","https://www.abgeordnetenwatch.de/profile/martin-patzelt","Martin","Patzelt","m",1947,2,"CDU","Betonfacharbeiter, Sozialarbeiter","MdB Ausschuss für Menschenrechte und humanitäre Hilfe, Ausschuss für Familie, Senioren, Frauen und Jugend",22,15,NA,NA,NA,NA,45356,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/martin-patzelt",NA,NA,NA,45356,109,"Landesliste Brandenburg (Bundestag 2017 - 2021)",10,4187,"63 - Frankfurt (Oder) - Oder-Spree (Bundestag 2017 - 2021)",27.1,NA,"constituency",50.1106444,8.6820917
79096,"Sylvia Pantel","https://www.abgeordnetenwatch.de/profile/sylvia-pantel","Sylvia","Pantel","f",1961,2,"CDU","Selbstständig","Bundestagsabgeordnete",64,63,NA,NA,NA,NA,45355,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/sylvia-pantel",NA,NA,NA,45355,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",45,4231,"107 - Düsseldorf II (Bundestag 2017 - 2021)",33.8,NA,"constituency",51.17689065,6.85112364955492
79097,"Aydan Özoğuz","https://www.abgeordnetenwatch.de/profile/aydan-oezoguz","Aydan","Özoğuz","f",1967,1,"SPD","Magister Anglistik","Vizepräsidentin des Deutschen Bundestages",39,34,NA,NA,NA,NA,45354,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/aydan-oezoguz",NA,NA,NA,45354,111,"Landesliste Hamburg (Bundestag 2017 - 2021)",1,4146,"22 - Hamburg-Wandsbek (Bundestag 2017 - 2021)",34.6,NA,"constituency",53.6178179,10.1273196495126
78834,"Mahmut Özdemir","https://www.abgeordnetenwatch.de/profile/mahmut-oezdemir","Mahmut","Özdemir","m",1987,1,"SPD","Rechtsreferendar (beurlaubt)","MdB",119,116,"Duisburg",NA,NA,NA,45353,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/mahmut-oezdemir",NA,NA,NA,45353,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",63,4240,"116 - Duisburg II (Bundestag 2017 - 2021)",34.7,NA,"constituency",51.434999,6.759562
79102,"Cem Özdemir","https://www.abgeordnetenwatch.de/profile/cem-oezdemir","Cem","Özdemir","m",1965,5,"Bündnis 90/Die Grünen","Erzieher, Studium der Sozialpädagogik","Bundesminister für Ernährung und Landwirtschaft, MdB",191,89,NA,NA,NA,NA,45352,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/cem-oezdemir",NA,NA,NA,45352,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",2,4382,"258 - Stuttgart I (Bundestag 2017 - 2021)",29.7,NA,"list",48.75133815,9.16451943273259
79098,"Friedrich Ostendorff","https://www.abgeordnetenwatch.de/profile/friedrich-ostendorff","Friedrich","Ostendorff","m",1953,5,"Bündnis 90/Die Grünen","Landwirt","MdB",8,5,NA,NA,NA,NA,45351,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/friedrich-ostendorff",NA,NA,NA,45351,NA,NA,1,4251,"127 - Coesfeld - Steinfurt II (Bundestag 2017 - 2021)",8.2,NA,"list",51.9040369,7.28744898257222
79106,"Wilfried Oellers","https://www.abgeordnetenwatch.de/profile/wilfried-oellers","Wilfried","Oellers","m",1975,2,"CDU","Rechtsanwalt","MdB",7,NA,"Heinsberg",NA,NA,NA,45349,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/wilfried-oellers",NA,NA,NA,45349,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",54,4213,"89 - Heinsberg (Bundestag 2017 - 2021)",45.6,NA,"constituency",51.0654268,6.0984461
79105,"Georg Nüßlein","https://www.abgeordnetenwatch.de/profile/georg-nuesslein","Georg","Nüßlein","m",1969,185,"parteilos","Dipl. Kaufmann","MdB",39,NA,NA,NA,NA,NA,45348,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/georg-nuesslein",NA,NA,NA,45348,NA,NA,1,4379,"255 - Neu-Ulm (Bundestag 2017 - 2021)",44.6,NA,"constituency",48.3942821,9.9987555
79103,"Omid Nouripour","https://www.abgeordnetenwatch.de/profile/omid-nouripour","Omid","Nouripour","m",1975,5,"Bündnis 90/Die Grünen",NA,"MdB",253,222,NA,NA,NA,NA,45347,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/omid-nouripour",NA,NA,NA,45347,112,"Landesliste Hessen (Bundestag 2017 - 2021)",2,4307,"183 - Frankfurt am Main II (Bundestag 2017 - 2021)",13.5,NA,"list",50.1106444,8.6820917
79114,"Thomas Nord","https://www.abgeordnetenwatch.de/profile/thomas-nord","Thomas","Nord","m",1957,8,"DIE LINKE","Maschinen- und Anlagenmonteur, Kulturwissenschaftler","MdB",4,2,NA,NA,NA,NA,45346,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/thomas-nord",NA,NA,NA,45346,109,"Landesliste Brandenburg (Bundestag 2017 - 2021)",2,4187,"63 - Frankfurt (Oder) - Oder-Spree (Bundestag 2017 - 2021)",19.1,NA,"list",50.1106444,8.6820917
79113,"Michaela Noll","https://www.abgeordnetenwatch.de/profile/michaela-noll","Michaela","Noll","f",1959,2,"CDU","Dolmetscherin für die Sprachen Englisch, Französisch und Spanisch, Studium der Rechtswissenschaften","MdB",21,11,NA,NA,NA,NA,45345,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/michaela-noll",NA,NA,NA,45345,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",5,4228,"104 - Mettmann I (Bundestag 2017 - 2021)",44.6,NA,"constituency",51.17978875,6.96057704430379
79111,"Dietmar Nietan","https://www.abgeordnetenwatch.de/profile/dietmar-nietan","Dietmar","Nietan","m",1964,1,"SPD",NA,"Bundestagsabgeordneter",15,13,"Dürem",NA,NA,NA,45344,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/dietmar-nietan",NA,NA,NA,45344,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",9,4214,"90 - Düren (Bundestag 2017 - 2021)",31.7,NA,"list",55.1884658,61.3334131
79118,"Michelle Müntefering","https://www.abgeordnetenwatch.de/profile/michelle-muentefering","Michelle","Müntefering","f",1980,1,"SPD","Journalistin","MdB",12,11,NA,NA,NA,NA,45343,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/michelle-muentefering",NA,NA,NA,45343,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",30,4265,"141 - Herne - Bochum II (Bundestag 2017 - 2021)",41.9,NA,"constituency",51.51378435,7.26707467616888
79121,"Gerd Müller","https://www.abgeordnetenwatch.de/profile/gerd-mueller-0","Gerd","Müller","m",1955,3,"CSU","Dipl. Wirtschaftspädagoge","Bundesminister für wirtschaftliche Zusammenarbeit und Entwicklung, MdB",26,1,NA,NA,NA,NA,45342,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/gerd-mueller-0",NA,NA,NA,45342,107,"Landesliste Bayern (Bundestag 2017 - 2021)",5,4380,"256 - Oberallgäu (Bundestag 2017 - 2021)",50.4,NA,"constituency",47.6130964,10.270825
